tweet_day,tone,tone_count
2018-09-30,Neutral,10244
2018-09-30,Positive,6358
2018-09-30,Negative,1659
2018-10-01,Neutral,14259
2018-10-01,Positive,8284
2018-10-01,Negative,2297
2018-10-02,Neutral,13028
2018-10-02,Positive,7464
2018-10-02,Negative,2844
2018-10-03,Neutral,13417
2018-10-03,Positive,8702
2018-10-03,Negative,2641
2018-10-04,Neutral,14432
2018-10-04,Positive,8669
2018-10-04,Negative,2633
2018-10-05,Neutral,13150
2018-10-05,Positive,8702
2018-10-05,Negative,3319
2018-10-06,Neutral,10547
2018-10-06,Positive,6374
2018-10-06,Negative,2294
2018-10-07,Neutral,11065
2018-10-07,Positive,6613
2018-10-07,Negative,2104
2018-10-08,Neutral,14432
2018-10-08,Positive,9042
2018-10-08,Negative,2712
2018-10-09,Neutral,14451
2018-10-09,Positive,9228
2018-10-09,Negative,2601
2018-10-10,Neutral,14930
2018-10-10,Positive,9822
2018-10-10,Negative,3237
2018-10-11,Neutral,15471
2018-10-11,Positive,9554
2018-10-11,Negative,3253
2018-10-12,Neutral,12134
2018-10-12,Positive,8108
2018-10-12,Negative,2877
2018-10-13,Neutral,10008
2018-10-13,Positive,7172
2018-10-13,Negative,2213
2018-10-14,Neutral,11512
2018-10-14,Positive,7596
2018-10-14,Negative,2337
2018-10-15,Neutral,15281
2018-10-15,Positive,10190
2018-10-15,Negative,2881
2018-10-16,Neutral,14858
2018-10-16,Positive,9222
2018-10-16,Negative,2312
2018-10-17,Neutral,14231
2018-10-17,Positive,8690
2018-10-17,Negative,2633
2018-10-18,Neutral,14457
2018-10-18,Positive,7773
2018-10-18,Negative,2688
2018-10-19,Neutral,12397
2018-10-19,Positive,7558
2018-10-19,Negative,2047
2018-10-20,Neutral,10599
2018-10-20,Positive,6219
2018-10-20,Negative,2088
2018-10-21,Neutral,10626
2018-10-21,Positive,6104
2018-10-21,Negative,2229
2018-10-22,Neutral,14274
2018-10-22,Positive,9033
2018-10-22,Negative,2392
2018-10-23,Neutral,15667
2018-10-23,Positive,9450
2018-10-23,Negative,3207
2018-10-24,Neutral,14577
2018-10-24,Positive,9169
2018-10-24,Negative,2735
2018-10-25,Neutral,13175
2018-10-25,Positive,8287
2018-10-25,Negative,2472
2018-10-26,Neutral,13536
2018-10-26,Positive,8728
2018-10-26,Negative,2354
2018-10-27,Neutral,10344
2018-10-27,Positive,6722
2018-10-27,Negative,1899
2018-10-28,Neutral,10045
2018-10-28,Positive,6888
2018-10-28,Negative,2178
2018-10-29,Neutral,15068
2018-10-29,Positive,8679
2018-10-29,Negative,2891
2018-10-30,Neutral,15224
2018-10-30,Positive,9410
2018-10-30,Negative,3086
2018-10-31,Neutral,19672
2018-10-31,Positive,13058
2018-10-31,Negative,3129
2018-11-01,Neutral,15150
2018-11-01,Positive,9755
2018-11-01,Negative,2252
2018-11-02,Neutral,13344
2018-11-02,Positive,9192
2018-11-02,Negative,2261
2018-11-03,Neutral,10313
2018-11-03,Positive,7037
2018-11-03,Negative,1880
2018-11-04,Neutral,12264
2018-11-04,Positive,7369
2018-11-04,Negative,2184
2018-11-05,Neutral,14856
2018-11-05,Positive,9188
2018-11-05,Negative,3348
2018-11-06,Neutral,15867
2018-11-06,Positive,10399
2018-11-06,Negative,2897
2018-11-07,Neutral,14385
2018-11-07,Positive,9275
2018-11-07,Negative,2583
2018-11-08,Neutral,14857
2018-11-08,Positive,9419
2018-11-08,Negative,2700
2018-11-09,Neutral,12917
2018-11-09,Positive,8209
2018-11-09,Negative,2715
2018-11-10,Neutral,10451
2018-11-10,Positive,6577
2018-11-10,Negative,2084
2018-11-11,Neutral,10563
2018-11-11,Positive,6780
2018-11-11,Negative,2038
2018-11-12,Neutral,14058
2018-11-12,Positive,8475
2018-11-12,Negative,2876
2018-11-13,Neutral,14619
2018-11-13,Positive,8624
2018-11-13,Negative,2908
2018-11-14,Neutral,19084
2018-11-14,Positive,11486
2018-11-14,Negative,4280
2018-11-15,Neutral,17815
2018-11-15,Positive,10926
2018-11-15,Negative,4376
2018-11-16,Neutral,14382
2018-11-16,Positive,9068
2018-11-16,Negative,3670
2018-11-17,Neutral,11324
2018-11-17,Positive,7109
2018-11-17,Negative,2378
2018-11-18,Neutral,11644
2018-11-18,Positive,7822
2018-11-18,Negative,2391
2018-11-19,Neutral,20749
2018-11-19,Positive,12932
2018-11-19,Negative,4399
2018-11-20,Neutral,21633
2018-11-20,Positive,12637
2018-11-20,Negative,5774
2018-11-21,Neutral,17340
2018-11-21,Positive,10459
2018-11-21,Negative,4093
2018-11-22,Neutral,14887
2018-11-22,Positive,8959
2018-11-22,Negative,3068
2018-11-23,Neutral,14872
2018-11-23,Positive,8959
2018-11-23,Negative,3200
2018-11-24,Neutral,14276
2018-11-24,Positive,9372
2018-11-24,Negative,3636
2018-11-25,Neutral,15824
2018-11-25,Positive,10861
2018-11-25,Negative,3825
2018-11-26,Neutral,18827
2018-11-26,Positive,11801
2018-11-26,Negative,4786
2018-11-27,Neutral,17100
2018-11-27,Positive,11475
2018-11-27,Negative,3934
2018-11-28,Neutral,16590
2018-11-28,Positive,11015
2018-11-28,Negative,3611
2018-11-29,Neutral,14896
2018-11-29,Positive,9206
2018-11-29,Negative,3234
2018-11-30,Neutral,13734
2018-11-30,Positive,8902
2018-11-30,Negative,3594
2018-12-01,Neutral,10914
2018-12-01,Positive,7294
2018-12-01,Negative,2496
2018-12-02,Neutral,11420
2018-12-02,Positive,7430
2018-12-02,Negative,2068
2018-12-03,Neutral,14169
2018-12-03,Positive,10122
2018-12-03,Negative,3208
2018-12-04,Neutral,13641
2018-12-04,Positive,9618
2018-12-04,Negative,2442
2018-12-05,Neutral,14080
2018-12-05,Positive,8971
2018-12-05,Negative,2371
2018-12-06,Neutral,15107
2018-12-06,Positive,9809
2018-12-06,Negative,3807
2018-12-07,Neutral,14239
2018-12-07,Positive,9658
2018-12-07,Negative,3750
2018-12-08,Neutral,10561
2018-12-08,Positive,7266
2018-12-08,Negative,1954
2018-12-09,Neutral,10712
2018-12-09,Positive,7750
2018-12-09,Negative,1948
2018-12-10,Neutral,13035
2018-12-10,Positive,8859
2018-12-10,Negative,2632
2018-12-11,Neutral,13777
2018-12-11,Positive,9335
2018-12-11,Negative,2470
2018-12-12,Neutral,13628
2018-12-12,Positive,9110
2018-12-12,Negative,2441
2018-12-13,Neutral,15213
2018-12-13,Positive,9537
2018-12-13,Negative,2960
2018-12-14,Neutral,14190
2018-12-14,Positive,9381
2018-12-14,Negative,2897
2018-12-15,Neutral,10604
2018-12-15,Positive,7114
2018-12-15,Negative,1976
2018-12-16,Neutral,11304
2018-12-16,Positive,7472
2018-12-16,Negative,2065
2018-12-17,Neutral,15431
2018-12-17,Positive,10779
2018-12-17,Negative,2953
2018-12-18,Neutral,15802
2018-12-18,Positive,9668
2018-12-18,Negative,2701
2018-12-19,Neutral,15897
2018-12-19,Positive,10231
2018-12-19,Negative,2594
2018-12-20,Neutral,15887
2018-12-20,Positive,9969
2018-12-20,Negative,2816
2018-12-21,Neutral,13536
2018-12-21,Positive,8641
2018-12-21,Negative,2205
2018-12-22,Neutral,11376
2018-12-22,Positive,6669
2018-12-22,Negative,1897
2018-12-23,Neutral,11105
2018-12-23,Positive,7411
2018-12-23,Negative,1763
2018-12-24,Neutral,12844
2018-12-24,Positive,7192
2018-12-24,Negative,2211
2018-12-25,Neutral,11351
2018-12-25,Positive,6222
2018-12-25,Negative,1888
2018-12-26,Neutral,12375
2018-12-26,Positive,7050
2018-12-26,Negative,2148
2018-12-27,Neutral,14036
2018-12-27,Positive,7831
2018-12-27,Negative,2188
2018-12-28,Neutral,13299
2018-12-28,Positive,7723
2018-12-28,Negative,2276
2018-12-29,Neutral,11248
2018-12-29,Positive,6866
2018-12-29,Negative,1807
2018-12-30,Neutral,11550
2018-12-30,Positive,6917
2018-12-30,Negative,1657
2018-12-31,Neutral,11325
2018-12-31,Positive,7898
2018-12-31,Negative,2141
2019-01-01,Neutral,10137
2019-01-01,Positive,7156
2019-01-01,Negative,1787
2019-01-02,Neutral,12895
2019-01-02,Positive,8634
2019-01-02,Negative,2623
2019-01-03,Neutral,15042
2019-01-03,Positive,11380
2019-01-03,Negative,2504
2019-01-04,Neutral,12331
2019-01-04,Positive,8384
2019-01-04,Negative,2104
2019-01-05,Neutral,9980
2019-01-05,Positive,6782
2019-01-05,Negative,2101
2019-01-06,Neutral,11673
2019-01-06,Positive,7555
2019-01-06,Negative,2062
2019-01-07,Neutral,13878
2019-01-07,Positive,8692
2019-01-07,Negative,2603
2019-01-08,Neutral,13289
2019-01-08,Positive,8168
2019-01-08,Negative,2223
2019-01-09,Neutral,13841
2019-01-09,Positive,8753
2019-01-09,Negative,2420
2019-01-10,Neutral,14033
2019-01-10,Positive,8927
2019-01-10,Negative,2812
2019-01-11,Neutral,12395
2019-01-11,Positive,8368
2019-01-11,Negative,2484
2019-01-12,Neutral,9950
2019-01-12,Positive,7295
2019-01-12,Negative,1841
2019-01-13,Neutral,10791
2019-01-13,Positive,7203
2019-01-13,Negative,2059
2019-01-14,Neutral,13713
2019-01-14,Positive,8548
2019-01-14,Negative,2623
2019-01-15,Neutral,13119
2019-01-15,Positive,8137
2019-01-15,Negative,2193
2019-01-16,Neutral,13181
2019-01-16,Positive,7875
2019-01-16,Negative,2314
2019-01-17,Neutral,13185
2019-01-17,Positive,7976
2019-01-17,Negative,2793
2019-01-18,Neutral,13061
2019-01-18,Positive,7996
2019-01-18,Negative,2292
2019-01-19,Neutral,11173
2019-01-19,Positive,7242
2019-01-19,Negative,1964
2019-01-20,Neutral,11326
2019-01-20,Positive,6582
2019-01-20,Negative,1859
2019-01-21,Neutral,13474
2019-01-21,Positive,7990
2019-01-21,Negative,2540
2019-01-22,Neutral,13252
2019-01-22,Positive,8073
2019-01-22,Negative,2279
2019-01-23,Neutral,14809
2019-01-23,Positive,8553
2019-01-23,Negative,2880
2019-01-24,Neutral,14016
2019-01-24,Positive,8322
2019-01-24,Negative,2625
2019-01-25,Neutral,12793
2019-01-25,Positive,8096
2019-01-25,Negative,1900
2019-01-26,Neutral,10683
2019-01-26,Positive,7219
2019-01-26,Negative,1931
2019-01-27,Neutral,10601
2019-01-27,Positive,6641
2019-01-27,Negative,1715
2019-01-28,Neutral,14323
2019-01-28,Positive,8325
2019-01-28,Negative,2552
2019-01-29,Neutral,13293
2019-01-29,Positive,8096
2019-01-29,Negative,2547
2019-01-30,Neutral,14046
2019-01-30,Positive,8252
2019-01-30,Negative,2447
2019-01-31,Neutral,13864
2019-01-31,Positive,8134
2019-01-31,Negative,2688
2019-02-01,Neutral,12545
2019-02-01,Positive,7614
2019-02-01,Negative,2265
2019-02-02,Neutral,9953
2019-02-02,Positive,6319
2019-02-02,Negative,1620
2019-02-03,Neutral,9919
2019-02-03,Positive,6631
2019-02-03,Negative,1747
2019-02-04,Neutral,13600
2019-02-04,Positive,8101
2019-02-04,Negative,2200
2019-02-05,Neutral,14136
2019-02-05,Positive,8496
2019-02-05,Negative,2797
2019-02-06,Neutral,15360
2019-02-06,Positive,9144
2019-02-06,Negative,2904
2019-02-07,Neutral,14010
2019-02-07,Positive,8301
2019-02-07,Negative,3196
2019-02-08,Neutral,13790
2019-02-08,Positive,8575
2019-02-08,Negative,3383
2019-02-09,Neutral,10839
2019-02-09,Positive,6536
2019-02-09,Negative,2052
2019-02-10,Neutral,10389
2019-02-10,Positive,6446
2019-02-10,Negative,1861
2019-02-11,Neutral,13073
2019-02-11,Positive,8543
2019-02-11,Negative,2557
2019-02-12,Neutral,13196
2019-02-12,Positive,7939
2019-02-12,Negative,2569
2019-02-13,Neutral,13659
2019-02-13,Positive,8220
2019-02-13,Negative,2811
2019-02-14,Neutral,14116
2019-02-14,Positive,9507
2019-02-14,Negative,3007
2019-02-15,Neutral,13029
2019-02-15,Positive,7758
2019-02-15,Negative,2375
2019-02-16,Neutral,10376
2019-02-16,Positive,5839
2019-02-16,Negative,1734
2019-02-17,Neutral,10386
2019-02-17,Positive,6819
2019-02-17,Negative,1959
2019-02-18,Neutral,14264
2019-02-18,Positive,9405
2019-02-18,Negative,2444
2019-02-19,Neutral,13974
2019-02-19,Positive,9142
2019-02-19,Negative,2508
2019-02-20,Neutral,14302
2019-02-20,Positive,9589
2019-02-20,Negative,2800
2019-02-21,Neutral,13449
2019-02-21,Positive,8719
2019-02-21,Negative,2283
2019-02-22,Neutral,13392
2019-02-22,Positive,7996
2019-02-22,Negative,2289
2019-02-23,Neutral,11630
2019-02-23,Positive,7931
2019-02-23,Negative,2266
2019-02-24,Neutral,12036
2019-02-24,Positive,7629
2019-02-24,Negative,2272
2019-02-25,Neutral,14251
2019-02-25,Positive,8317
2019-02-25,Negative,2541
2019-02-26,Neutral,13189
2019-02-26,Positive,7770
2019-02-26,Negative,2476
2019-02-27,Neutral,14271
2019-02-27,Positive,8333
2019-02-27,Negative,2308
2019-02-28,Neutral,12862
2019-02-28,Positive,7871
2019-02-28,Negative,3307
2019-03-01,Neutral,11996
2019-03-01,Positive,7969
2019-03-01,Negative,2675
2019-03-02,Neutral,10837
2019-03-02,Positive,6276
2019-03-02,Negative,1840
2019-03-03,Neutral,10554
2019-03-03,Positive,6656
2019-03-03,Negative,2077
2019-03-04,Neutral,13441
2019-03-04,Positive,7852
2019-03-04,Negative,2572
2019-03-05,Neutral,13118
2019-03-05,Positive,7992
2019-03-05,Negative,2345
2019-03-06,Neutral,13319
2019-03-06,Positive,7982
2019-03-06,Negative,2119
2019-03-07,Neutral,12916
2019-03-07,Positive,8071
2019-03-07,Negative,2138
2019-03-08,Neutral,11587
2019-03-08,Positive,7463
2019-03-08,Negative,1932
2019-03-09,Neutral,10110
2019-03-09,Positive,6783
2019-03-09,Negative,1605
2019-03-10,Neutral,10048
2019-03-10,Positive,6813
2019-03-10,Negative,1588
2019-03-11,Neutral,12601
2019-03-11,Positive,8234
2019-03-11,Negative,2068
2019-03-12,Neutral,12276
2019-03-12,Positive,9053
2019-03-12,Negative,2516
2019-03-13,Neutral,12489
2019-03-13,Positive,7423
2019-03-13,Negative,2646
2019-03-14,Neutral,12984
2019-03-14,Positive,7884
2019-03-14,Negative,2618
2019-03-15,Neutral,13108
2019-03-15,Positive,7835
2019-03-15,Negative,2314
2019-03-16,Neutral,11052
2019-03-16,Positive,6660
2019-03-16,Negative,1792
2019-03-17,Neutral,10247
2019-03-17,Positive,6721
2019-03-17,Negative,1699
2019-03-18,Neutral,12625
2019-03-18,Positive,7971
2019-03-18,Negative,2361
2019-03-19,Neutral,13174
2019-03-19,Positive,7965
2019-03-19,Negative,2462
2019-03-20,Neutral,14326
2019-03-20,Positive,8783
2019-03-20,Negative,2451
2019-03-21,Neutral,12897
2019-03-21,Positive,7840
2019-03-21,Negative,2336
2019-03-22,Neutral,12402
2019-03-22,Positive,8001
2019-03-22,Negative,2318
2019-03-23,Neutral,9840
2019-03-23,Positive,6953
2019-03-23,Negative,1740
2019-03-24,Neutral,9559
2019-03-24,Positive,6719
2019-03-24,Negative,1927
2019-03-25,Neutral,13053
2019-03-25,Positive,7827
2019-03-25,Negative,2609
2019-03-26,Neutral,12489
2019-03-26,Positive,7565
2019-03-26,Negative,2272
2019-03-27,Neutral,11727
2019-03-27,Positive,8473
2019-03-27,Negative,2425
2019-03-28,Neutral,12651
2019-03-28,Positive,8016
2019-03-28,Negative,2528
2019-03-29,Neutral,12742
2019-03-29,Positive,8387
2019-03-29,Negative,2743
2019-03-30,Neutral,9440
2019-03-30,Positive,6200
2019-03-30,Negative,2010
2019-03-31,Neutral,8996
2019-03-31,Positive,6891
2019-03-31,Negative,1757
2019-04-01,Neutral,13749
2019-04-01,Positive,9568
2019-04-01,Negative,2803
2019-04-02,Neutral,20340
2019-04-02,Positive,13511
2019-04-02,Negative,3881
2019-04-03,Neutral,17276
2019-04-03,Positive,11422
2019-04-03,Negative,3323
2019-04-04,Neutral,15185
2019-04-04,Positive,9454
2019-04-04,Negative,3111
2019-04-05,Neutral,14244
2019-04-05,Positive,8968
2019-04-05,Negative,2418
2019-04-06,Neutral,12007
2019-04-06,Positive,7573
2019-04-06,Negative,1810
2019-04-07,Neutral,11532
2019-04-07,Positive,7998
2019-04-07,Negative,1887
2019-04-08,Neutral,13586
2019-04-08,Positive,9757
2019-04-08,Negative,2561
2019-04-09,Neutral,14919
2019-04-09,Positive,10982
2019-04-09,Negative,2435
2019-04-10,Neutral,13740
2019-04-10,Positive,9329
2019-04-10,Negative,2589
2019-04-11,Neutral,13070
2019-04-11,Positive,8334
2019-04-11,Negative,2742
2019-04-12,Neutral,12457
2019-04-12,Positive,8135
2019-04-12,Negative,2388
2019-04-13,Neutral,10514
2019-04-13,Positive,6687
2019-04-13,Negative,1628
2019-04-14,Neutral,10349
2019-04-14,Positive,7485
2019-04-14,Negative,1803
2019-04-15,Neutral,14664
2019-04-15,Positive,9625
2019-04-15,Negative,2727
2019-04-16,Neutral,14501
2019-04-16,Positive,8621
2019-04-16,Negative,2547
2019-04-17,Neutral,13427
2019-04-17,Positive,8782
2019-04-17,Negative,2641
2019-04-18,Neutral,12728
2019-04-18,Positive,8592
2019-04-18,Negative,2219
2019-04-19,Neutral,11925
2019-04-19,Positive,8494
2019-04-19,Negative,2193
2019-04-20,Neutral,10775
2019-04-20,Positive,7447
2019-04-20,Negative,2148
2019-04-21,Neutral,11002
2019-04-21,Positive,7741
2019-04-21,Negative,2511
2019-04-22,Neutral,14370
2019-04-22,Positive,9002
2019-04-22,Negative,2606
2019-04-23,Neutral,15980
2019-04-23,Positive,10658
2019-04-23,Negative,2757
2019-04-24,Neutral,14160
2019-04-24,Positive,9610
2019-04-24,Negative,2679
2019-04-25,Neutral,13569
2019-04-25,Positive,9230
2019-04-25,Negative,2584
2019-04-26,Neutral,12103
2019-04-26,Positive,7739
2019-04-26,Negative,2441
2019-04-27,Neutral,10019
2019-04-27,Positive,6538
2019-04-27,Negative,1891
2019-04-28,Neutral,9933
2019-04-28,Positive,6600
2019-04-28,Negative,1952
2019-04-29,Neutral,12567
2019-04-29,Positive,7969
2019-04-29,Negative,2827
2019-04-30,Neutral,12836
2019-04-30,Positive,8456
2019-04-30,Negative,2202
2019-05-01,Neutral,12689
2019-05-01,Positive,8635
2019-05-01,Negative,2076
2019-05-02,Neutral,14163
2019-05-02,Positive,8700
2019-05-02,Negative,2378
2019-05-03,Neutral,14595
2019-05-03,Positive,10210
2019-05-03,Negative,2900
2019-05-04,Neutral,10584
2019-05-04,Positive,7183
2019-05-04,Negative,1890
2019-05-05,Neutral,10359
2019-05-05,Positive,6390
2019-05-05,Negative,1868
2019-05-06,Neutral,13474
2019-05-06,Positive,8605
2019-05-06,Negative,2953
2019-05-07,Neutral,14544
2019-05-07,Positive,10101
2019-05-07,Negative,2682
2019-05-08,Neutral,16205
2019-05-08,Positive,11375
2019-05-08,Negative,3761
2019-05-09,Neutral,15173
2019-05-09,Positive,10343
2019-05-09,Negative,2768
2019-05-10,Neutral,15187
2019-05-10,Positive,10630
2019-05-10,Negative,3250
2019-05-11,Neutral,15465
2019-05-11,Positive,10258
2019-05-11,Negative,2699
2019-05-12,Neutral,13588
2019-05-12,Positive,9076
2019-05-12,Negative,2177
2019-05-13,Neutral,22867
2019-05-13,Positive,14685
2019-05-13,Negative,3702
2019-05-14,Neutral,18912
2019-05-14,Positive,13227
2019-05-14,Negative,4234
2019-05-15,Neutral,17360
2019-05-15,Positive,11455
2019-05-15,Negative,3686
2019-05-16,Neutral,15680
2019-05-16,Positive,11040
2019-05-16,Negative,3095
2019-05-17,Neutral,14238
2019-05-17,Positive,9599
2019-05-17,Negative,3057
2019-05-18,Neutral,11851
2019-05-18,Positive,7460
2019-05-18,Negative,2170
2019-05-19,Neutral,13006
2019-05-19,Positive,9798
2019-05-19,Negative,2356
2019-05-20,Neutral,15433
2019-05-20,Positive,10724
2019-05-20,Negative,3605
2019-05-21,Neutral,15792
2019-05-21,Positive,10425
2019-05-21,Negative,3952
2019-05-22,Neutral,15727
2019-05-22,Positive,10593
2019-05-22,Negative,3256
2019-05-23,Neutral,15296
2019-05-23,Positive,9391
2019-05-23,Negative,2973
2019-05-24,Neutral,15094
2019-05-24,Positive,9867
2019-05-24,Negative,2534
2019-05-25,Neutral,11821
2019-05-25,Positive,8002
2019-05-25,Negative,1988
2019-05-26,Neutral,13859
2019-05-26,Positive,9277
2019-05-26,Negative,2555
2019-05-27,Neutral,16387
2019-05-27,Positive,10506
2019-05-27,Negative,2807
2019-05-28,Neutral,14961
2019-05-28,Positive,10187
2019-05-28,Negative,2992
2019-05-29,Neutral,15001
2019-05-29,Positive,10361
2019-05-29,Negative,3141
2019-05-30,Neutral,16308
2019-05-30,Positive,10675
2019-05-30,Negative,3486
2019-05-31,Neutral,14199
2019-05-31,Positive,9457
2019-05-31,Negative,2912
2019-06-01,Neutral,10285
2019-06-01,Positive,7365
2019-06-01,Negative,1938
2019-06-02,Neutral,10471
2019-06-02,Positive,7228
2019-06-02,Negative,2137
2019-06-03,Neutral,13455
2019-06-03,Positive,8908
2019-06-03,Negative,2653
2019-06-04,Neutral,12969
2019-06-04,Positive,8132
2019-06-04,Negative,2529
2019-06-05,Neutral,12436
2019-06-05,Positive,8512
2019-06-05,Negative,2435
2019-06-06,Neutral,11363
2019-06-06,Positive,7850
2019-06-06,Negative,2493
2019-06-07,Neutral,12042
2019-06-07,Positive,7887
2019-06-07,Negative,2415
2019-06-08,Neutral,9323
2019-06-08,Positive,6009
2019-06-08,Negative,1753
2019-06-09,Neutral,9752
2019-06-09,Positive,6298
2019-06-09,Negative,1632
2019-06-10,Neutral,11810
2019-06-10,Positive,7541
2019-06-10,Negative,2128
2019-06-11,Neutral,11220
2019-06-11,Positive,7446
2019-06-11,Negative,2104
2019-06-12,Neutral,11645
2019-06-12,Positive,7717
2019-06-12,Negative,2041
2019-06-13,Neutral,12785
2019-06-13,Positive,8335
2019-06-13,Negative,2362
2019-06-14,Neutral,12284
2019-06-14,Positive,8318
2019-06-14,Negative,2401
2019-06-15,Neutral,11053
2019-06-15,Positive,7418
2019-06-15,Negative,2113
2019-06-16,Neutral,12235
2019-06-16,Positive,8241
2019-06-16,Negative,2334
2019-06-17,Neutral,15510
2019-06-17,Positive,9452
2019-06-17,Negative,2836
2019-06-18,Neutral,15804
2019-06-18,Positive,11389
2019-06-18,Negative,3339
2019-06-19,Neutral,13271
2019-06-19,Positive,9215
2019-06-19,Negative,2751
2019-06-20,Neutral,14852
2019-06-20,Positive,9800
2019-06-20,Negative,2779
2019-06-21,Neutral,19204
2019-06-21,Positive,12859
2019-06-21,Negative,3882
2019-06-22,Neutral,16805
2019-06-22,Positive,11744
2019-06-22,Negative,3827
2019-06-23,Neutral,13254
2019-06-23,Positive,9453
2019-06-23,Negative,2593
2019-06-24,Neutral,16076
2019-06-24,Positive,10934
2019-06-24,Negative,3161
2019-06-25,Neutral,20048
2019-06-25,Positive,13163
2019-06-25,Negative,4068
2019-06-26,Neutral,26748
2019-06-26,Positive,16366
2019-06-26,Negative,5493
2019-06-27,Neutral,18735
2019-06-27,Positive,12520
2019-06-27,Negative,4048
2019-06-28,Neutral,16055
2019-06-28,Positive,10378
2019-06-28,Negative,3066
2019-06-29,Neutral,12118
2019-06-29,Positive,7612
2019-06-29,Negative,2388
